timestamp,year,amountDollars,amountPounts
12/1/2016 17:00,2016,0,0.00
12/1/2016 17:20,2016,38483.86,30584.66
12/1/2016 18:00,2016,68796.4,54675.25
12/1/2016 19:00,2016,106184.74,84389.26
12/1/2016 20:00,2016,133436.23,106047.11
12/1/2016 23:00,2016,248271,197310.89
12/2/2016 1:00,2016,284124.37,225805.00
12/2/2016 11:00,2016,364760.47,289889.74
12/2/2016 14:00,2016,391493.25,311135.35
12/2/2016 15:30,2016,406552.67,323103.67
12/2/2016 17:00,2016,429408.4,341268.03
12/2/2016 20:00,2016,476476.33,378674.80
12/3/2016 1:00,2016,522265.97,415065.66
12/3/2016 17:00,2016,595788.05,473496.59
12/3/2016 20:00,2016,641657.54,509950.91
12/3/2016 23:00,2016,675184.55,536596.17
12/4/2016 1:00,2016,681060.69,541266.17
12/4/2016 14:00,2016,723932.48,575338.10
12/4/2016 17:00,2016,741487.01,589289.39
12/4/2016 20:00,2016,764146.41,607297.72
12/4/2016 23:00,2016,775550.01,616360.61
12/5/2016 1:00,2016,783269.28,622495.43
12/5/2016 10:30,2016,803101.01,638256.50
12/5/2016 11:00,2016,805117.05,639858.72
12/5/2016 14:00,2016,811714.44,645101.93
12/5/2016 16:00,2016,816466.07,648878.24
12/5/2016 17:00,2016,820452.22,652046.20
12/5/2016 20:00,2016,867496.42,689434.10
12/5/2016 23:00,2016,898136,713784.60
12/6/2016 0:00,2016,906750.28,720630.72
12/6/2016 1:00,2016,912143.38,724916.83
12/6/2016 2:00,2016,915631.28,727688.80
12/6/2016 9:00,2016,934395.1,742601.16
12/6/2016 11:00,2016,941018.64,747865.15
12/6/2016 14:00,2016,949355.87,754491.08
12/6/2016 16:00,2016,955682.58,759519.17
12/6/2016 17:00,2016,961162.82,763874.54
12/6/2016 18:00,2016,975277.11,775091.73
12/6/2016 20:00,2016,1005949.76,799468.51
12/6/2016 22:00,2016,1022518.34,812636.23
12/6/2016 23:00,2016,1031353.45,819657.84
12/7/2016 1:00,2016,1041371.38,827619.49
12/7/2016 5:30,2016,1053790.37,837489.36
12/7/2016 11:00,2016,1067272.58,848204.21
12/7/2016 14:00,2016,1076601.24,855618.07
12/7/2016 17:00,2016,1091942.87,867810.68
12/7/2016 20:00,2016,1130055.97,898100.68
12/7/2016 23:00,2016,1168588.11,928723.71
12/8/2016 1:00,2016,1186562.01,943008.29
12/8/2016 11:00,2016,1205350.04,957939.89
12/8/2016 14:00,2016,1213489,964408.25
12/8/2016 17:00,2016,1222019.63,971187.88
12/8/2016 20:00,2016,1242918.04,987796.68
12/8/2016 23:00,2016,1258479.3,1000163.84
12/9/2016 1:00,2016,1261578.35,1002626.78
12/9/2016 11:00,2016,1277909.37,1015605.69
12/9/2016 14:00,2016,1283549.98,1020088.51
12/9/2016 17:00,2016,1295810.78,1029832.66
12/9/2016 20:00,2016,1332751.16,1059190.66
12/9/2016 23:00,2016,1357794.24,1079093.39
12/10/2016 1:00,2016,1374991.27,1092760.56
12/10/2016 11:00,2016,1406958.72,1118166.37
12/10/2016 14:00,2016,1417155.81,1126270.41
12/10/2016 17:00,2016,1438493.05,1143227.97
12/10/2016 17:30,2016,1441720.92,1145793.28
12/10/2016 20:00,2016,1474718.36,1172017.67
12/10/2016 23:00,2016,1507511.71,1198079.86
12/10/2016 23:30,2016,1511299.1,1201089.85
12/11/2016 1:00,2016,1521276.74,1209019.48
12/11/2016 10:00,2016,1534900.47,1219846.80
12/11/2016 14:00,2016,1540588.1,1224366.99
12/11/2016 17:00,2016,1548440.82,1230607.86
12/11/2016 20:00,2016,1558935.1,1238948.08
12/11/2016 21:00,2016,1560651.11,1240311.86
12/12/2016 1:00,2016,1569832.59,1247608.75
12/12/2016 11:00,2016,1579929.71,1255633.34
12/12/2016 14:00,2016,1583851.37,1258750.04
12/12/2016 14:30,2016,1584120.37,1258963.82
12/12/2016 17:00,2016,1587323.13,1261509.18
12/12/2016 20:00,2016,1603229.38,1274150.52
12/12/2016 23:00,2016,1609861.09,1279421.00
12/13/2016 1:00,2016,1617290.31,1285325.30
12/13/2016 11:00,2016,1628087.7,1293906.42
12/13/2016 14:00,2016,1631989.88,1297007.64
12/13/2016 17:00,2016,1636026.06,1300215.35
12/13/2016 20:00,2016,1650627.92,1311820.03
12/13/2016 23:00,2016,1658855.05,1318358.46
12/14/2016 1:00,2016,1663092.48,1321726.12
12/14/2016 2:00,2016,1664371.48,1322742.59
12/14/2016 11:00,2016,1672946.36,1329557.39
12/14/2016 12:00,2016,1673136.36,1329708.39
12/14/2016 14:00,2016,1675404.71,1331511.14
12/14/2016 17:00,2016,1679267.37,1334580.95
12/14/2016 20:00,2016,1689793.45,1342946.45
12/14/2016 23:00,2016,1695505.62,1347486.14
12/15/2016 1:00,2016,1698263.63,1349678.04
12/15/2016 11:00,2016,1708964.79,1358182.68
12/15/2016 14:00,2016,1713213.96,1361559.66
12/15/2016 16:00,2016,1716159.14,1363900.31
12/15/2016 17:00,2016,1718270.47,1365578.27
12/15/2016 20:00,2016,1728747.93,1373905.13
12/15/2016 20:30,2016,1729506.06,1374507.65
12/15/2016 23:00,2016,1736068.86,1379723.37
12/16/2016 1:00,2016,1740456.43,1383210.34
12/16/2016 11:00,2016,1753198.95,1393337.33
12/16/2016 14:00,2016,1757152.37,1396479.27
12/16/2016 17:00,2016,1760982.85,1399523.51
12/16/2016 20:00,2016,1768277.33,1405320.73
12/16/2016 21:30,2016,1781812.43,1416077.61
12/16/2016 23:00,2016,1791675.86,1423916.47
12/17/2016 1:00,2016,1798145.5,1429058.15
12/17/2016 2:00,2016,1799664.84,1430265.63
12/17/2016 11:00,2016,1813713.56,1441430.71
12/17/2016 14:00,2016,1820246.82,1446622.96
12/17/2016 15:30,2016,1823440.82,1449161.36
12/17/2016 17:00,2016,1827661.53,1452515.72
12/17/2016 20:00,2016,1835152.83,1458469.36
12/18/2016 1:00,2016,1861293.62,1479244.49
12/18/2016 6:15,2016,1875055.2,1490181.37
12/18/2016 11:00,2016,1886043.73,1498914.39
12/18/2016 14:00,2016,1894040.86,1505270.03
12/18/2016 15:00,2016,1896532.87,1507250.53
12/18/2016 17:00,2016,1904675.9,1513722.12
12/18/2016 20:00,2016,1924698.25,1529634.69
12/18/2016 23:00,2016,1930418.72,1534180.97
12/19/2016 1:00,2016,1946646.77,1547078.05
12/19/2016 10:30,2016,1964999.51,1561663.71
12/19/2016 11:00,2016,1966949.01,1563213.06
12/19/2016 14:00,2016,1971331.96,1566696.36
12/19/2016 17:00,2016,1979617.74,1573281.40
12/19/2016 20:00,2016,2002007.12,1591075.14
12/19/2016 22:30,2016,2013402.54,1600131.53
12/19/2016 23:00,2016,2016687.91,1602742.55
12/20/2016 1:00,2016,2025024.98,1609368.35
12/20/2016 11:00,2016,2049885.94,1629126.35
12/20/2016 14:00,2016,2056508.52,1634389.58
12/20/2016 17:00,2016,2066079.84,1641996.29
12/20/2016 20:00,2016,2084567.87,1656689.47
12/20/2016 23:00,2016,2101939.66,1670495.53
12/21/2016 1:00,2016,2108914.22,1676038.49
12/21/2016 11:00,2016,2126756.72,1690218.64
12/21/2016 14:00,2016,2131443.54,1693943.44
12/21/2016 17:00,2016,2137357.56,1698643.55
12/21/2016 20:00,2016,2157920.1,1714985.42
12/21/2016 23:00,2016,2165039.76,1720643.70
12/22/2016 1:00,2016,2169648.09,1724306.12
12/22/2016 2:00,2016,2171045.15,1725416.42
12/22/2016 4:30,2016,2174404.44,1728086.18
12/22/2016 11:00,2016,2183583.09,1735380.82
12/22/2016 14:00,2016,2187229.22,1738278.55
12/22/2016 17:00,2016,2192976.26,1742845.95
12/22/2016 19:20,2016,2197567.64,1746494.91
12/22/2016 20:00,2016,2200913.15,1749153.72
12/22/2016 23:00,2016,2211968.8,1757940.08
12/23/2016 1:00,2016,2217645.51,1762451.59
12/23/2016 2:00,2016,2218080.51,1762797.30
12/23/2016 7:45,2016,2228433.38,1771025.14
12/23/2016 11:00,2016,2233548.12,1775090.03
12/23/2016 14:00,2016,2238970.02,1779399.03
12/23/2016 15:30,2016,2242318.73,1782060.39
12/23/2016 17:00,2016,2246095.13,1785061.64
12/23/2016 18:30,2016,2251709.48,1789523.59
12/23/2016 20:00,2016,2256727.71,1793511.78
12/23/2016 23:00,2016,2263551.31,1798934.77
12/24/2016 1:00,2016,2267328.09,1801936.33
12/24/2016 2:00,2016,2268455.11,1802832.01
12/24/2016 5:00,2016,2272238.62,1805838.92
12/24/2016 8:00,2016,2275682.38,1808575.81
12/24/2016 11:00,2016,2280108.41,1812093.36
12/24/2016 14:00,2016,2284626.44,1815684.02
12/24/2016 14:30,2016,2285162.3,1816109.89
12/24/2016 17:00,2016,2288930.02,1819104.24
12/24/2016 20:00,2016,2294663.21,1823660.64
12/24/2016 23:00,2016,2300510.23,1828307.50
12/25/2016 1:00,2016,2304157.46,1831206.10
12/25/2016 2:00,2016,2305227.46,1832056.47
12/25/2016 5:00,2016,2308428.47,1834600.44
12/25/2016 8:00,2016,2310550.48,1836286.89
12/25/2016 11:00,2016,2313639,1838741.46
12/25/2016 14:00,2016,2316804.12,1841256.91
12/25/2016 17:00,2016,2321036.48,1844620.53
12/25/2016 20:00,2016,2327284.6,1849586.16
12/25/2016 22:10,2016,2331080.61,1852603.00
12/25/2016 23:00,2016,2332886.62,1854038.31
12/26/2016 1:00,2016,2337222.91,1857484.54
12/26/2016 2:00,2016,2338184.86,1858249.04
12/26/2016 5:00,2016,2341785.16,1861110.34
12/26/2016 8:00,2016,2344377.18,1863170.32
12/26/2016 11:00,2016,2347279.18,1865476.66
12/26/2016 14:00,2016,2350862.93,1868324.80
12/26/2016 17:00,2016,2355375,1871910.73
12/26/2016 20:00,2016,2360774.24,1876201.72
12/26/2016 23:00,2016,2365938.26,1880305.77
12/27/2016 1:00,2016,2369067.08,1882792.37
12/27/2016 2:00,2016,2370197.08,1883690.43
12/27/2016 5:00,2016,2373370.68,1886212.61
12/27/2016 5:30,2016,2373521.09,1886332.15
12/27/2016 11:00,2016,2378117.85,1889985.38
12/27/2016 14:00,2016,2379759.6,1891290.14
12/27/2016 17:00,2016,2383761.25,1894470.42
12/27/2016 18:00,2016,2385019.59,1895470.47
12/27/2016 20:00,2016,2388501.49,1898237.67
12/27/2016 23:00,2016,2394110.74,1902695.57
12/28/2016 1:00,2016,2397467.12,1905363.02
12/28/2016 11:00,2016,2407063.98,1912990.03
12/28/2016 14:00,2016,2410316.48,1915574.92
12/28/2016 17:00,2016,2413472.49,1918083.13
12/28/2016 20:00,2016,2419213.79,1922645.97
12/29/2016 1:00,2016,2426935.61,1928782.81
12/29/2016 4:30,2016,2428860.61,1930312.68
12/29/2016 11:00,2016,2433536.07,1934028.46
12/29/2016 14:00,2016,2436183.13,1936132.18
12/29/2016 15:00,2016,2436933.28,1936728.35
12/29/2016 17:00,2016,2439665.59,1938899.83
12/29/2016 17:30,2016,2439770.59,1938983.28
12/29/2016 20:00,2016,2444091.14,1942416.99
12/29/2016 23:00,2016,2449604.14,1946798.39
12/30/2016 1:00,2016,2451562.14,1948354.50
12/30/2016 11:00,2016,2461097.53,1955932.65
12/30/2016 14:00,2016,2469833.1,1962875.16
12/30/2016 17:00,2016,2474928.01,1966924.29
12/30/2016 20:00,2016,2484639.41,1974642.32
12/30/2016 23:00,2016,2496457.33,1984034.50
12/31/2016 1:00,2016,2503742.45,1989824.27
12/31/2016 14:00,2016,2522477.97,2004714.14
12/31/2016 17:00,2016,2533951.32,2013832.47
12/31/2016 17:45,2016,2535716.13,2015235.04
12/31/2016 19:45,2016,2542312.71,2020477.60
12/31/2016 20:00,2016,2543616.12,2021513.48
12/31/2016 23:00,2016,2554270.67,2029981.07
1/1/2017 2:00,2016,2563097.05,2036995.75
1/1/2017 17:00,2016,2577801,2048681.57
12/1/2017 17:00,2017,0,0.00
12/1/2017 17:05,2017,65265.23,48564.51
12/1/2017 17:10,2017,112527.36,83732.73
12/1/2017 17:22,2017,224105.69,166759.28
12/1/2017 17:30,2017,301118.72,224065.45
12/1/2017 17:40,2017,344531.27,256369.16
12/1/2017 17:50,2017,378820.8,281884.35
12/1/2017 18:00,2017,408172.3,303725.09
12/1/2017 18:30,2017,494743.74,368143.76
12/1/2017 19:00,2017,578868.63,430741.94
12/1/2017 19:30,2017,640369.2,476505.13
12/1/2017 20:00,2017,702952.36,523073.88
12/1/2017 20:30,2017,751175.76,558957.39
12/1/2017 21:00,2017,797271.27,593257.52
12/1/2017 21:30,2017,848251.2,631192.20
12/1/2017 22:00,2017,891105.04,663080.17
12/1/2017 22:30,2017,958623.28,713321.17
12/1/2017 23:00,2017,1007839.55,749943.49
12/1/2017 23:27,2017,1031945.27,767880.79
12/1/2017 23:30,2017,1036062.42,770944.41
12/1/2017 23:40,2017,1048672.67,780327.82
12/1/2017 23:50,2017,1059785.81,788597.22
12/2/2017 0:00,2017,1070564.86,796618.02
12/2/2017 0:10,2017,1082007.74,805132.78
12/2/2017 0:20,2017,1090777.97,811658.80
12/2/2017 0:30,2017,1100708.02,819047.84
12/2/2017 0:40,2017,1109593.04,825659.28
12/2/2017 0:50,2017,1118519.58,832301.60
12/2/2017 1:00,2017,1126993.87,838607.41
12/2/2017 1:10,2017,1133755.89,843639.10
12/2/2017 1:20,2017,1140798.93,848879.89
12/2/2017 1:30,2017,1147799.93,854089.41
12/2/2017 1:40,2017,1154673.93,859204.42
12/2/2017 1:50,2017,1162866.17,865300.35
12/2/2017 2:00,2017,1169670.17,870363.27
12/2/2017 2:20,2017,1184845.21,881655.17
12/2/2017 2:30,2017,1190403.55,885791.19
12/2/2017 2:40,2017,1196637.8,890430.15
12/2/2017 2:50,2017,1203675.5,895666.98
12/2/2017 3:00,2017,1209931.76,900322.32
12/2/2017 3:10,2017,1216253.48,905026.38
12/2/2017 3:20,2017,1222433.48,909624.98
12/2/2017 3:30,2017,1227194.99,913168.06
12/2/2017 3:40,2017,1233218.56,917650.26
12/2/2017 3:50,2017,1238740.57,921759.25
12/2/2017 4:00,2017,1244837.57,926296.08
12/2/2017 4:10,2017,1250462.11,930481.36
12/2/2017 4:20,2017,1256765.16,935171.52
12/2/2017 4:30,2017,1261933.04,939016.99
12/2/2017 4:40,2017,1266290.73,942259.60
12/2/2017 4:50,2017,1271508.95,946142.52
12/2/2017 5:00,2017,1277065,950276.84
12/2/2017 5:10,2017,1282362.68,954218.89
12/2/2017 5:20,2017,1287563.69,958089.02
12/2/2017 5:30,2017,1293063.73,962181.65
12/2/2017 5:40,2017,1297951.72,965818.85
12/2/2017 5:50,2017,1303025.72,969594.47
12/2/2017 6:00,2017,1306956.73,972519.57
12/2/2017 6:10,2017,1310481.74,975142.57
12/2/2017 6:20,2017,1314578.74,978191.19
12/2/2017 6:30,2017,1319147.54,981590.88
12/2/2017 6:40,2017,1323076.51,984514.46
12/2/2017 6:50,2017,1327037.54,987461.90
12/2/2017 7:00,2017,1330354.54,989930.12
12/2/2017 7:10,2017,1333899.5,992567.96
12/2/2017 7:20,2017,1338072.08,995672.82
12/2/2017 7:30,2017,1342403.61,998895.95
12/2/2017 7:40,2017,1347052.86,1002355.50
12/2/2017 7:50,2017,1352493.09,1006403.63
12/2/2017 8:00,2017,1357840.95,1010383.03
12/2/2017 8:10,2017,1363548.95,1014630.41
12/2/2017 8:20,2017,1367787.96,1017784.70
12/2/2017 8:30,2017,1372416.98,1021229.20
12/2/2017 8:40,2017,1377093.03,1024708.69
12/2/2017 9:00,2017,1385909.77,1031269.32
12/2/2017 9:10,2017,1391260.85,1035251.11
12/2/2017 9:20,2017,1396143.15,1038884.08
12/2/2017 9:30,2017,1401724.15,1043036.96
12/2/2017 9:40,2017,1406849.15,1046850.52
12/2/2017 9:50,2017,1411944.22,1050641.81
12/2/2017 10:00,2017,1417279.23,1054611.65
12/2/2017 10:10,2017,1422231.96,1058297.02
12/2/2017 10:20,2017,1426609.62,1061554.48
12/2/2017 10:30,2017,1432341.82,1065819.87
12/2/2017 10:40,2017,1437113.34,1069370.41
12/2/2017 10:50,2017,1442304.95,1073233.54
12/2/2017 11:00,2017,1448458.59,1077812.52
12/2/2017 11:10,2017,1453322.85,1081432.07
12/2/2017 11:20,2017,1459727,1086197.46
12/2/2017 11:30,2017,1464760.02,1089942.58
12/2/2017 11:40,2017,1470915.23,1094522.73
12/2/2017 11:50,2017,1476603.58,1098755.49
12/2/2017 12:00,2017,1481752.16,1102586.60
12/2/2017 12:10,2017,1487323.26,1106732.11
12/2/2017 12:20,2017,1493299.27,1111178.92
12/2/2017 12:40,2017,1505279.37,1120093.43
12/2/2017 12:50,2017,1511257.88,1124542.10
12/2/2017 13:00,2017,1520101.26,1131122.55
12/2/2017 13:10,2017,1526616.24,1135970.41
12/2/2017 13:20,2017,1532274.71,1140180.93
12/2/2017 13:30,2017,1538426.72,1144758.71
12/2/2017 13:40,2017,1545569.08,1150073.41
12/2/2017 13:50,2017,1552566.1,1155279.96
12/2/2017 14:00,2017,1559249.7,1160253.29
12/2/2017 14:10,2017,1565878.71,1165186.01
12/2/2017 14:20,2017,1572732.09,1170285.68
12/2/2017 14:30,2017,1579642.48,1175427.77
12/2/2017 14:40,2017,1585222.59,1179579.98
12/2/2017 14:50,2017,1592221.84,1184788.19
12/2/2017 15:00,2017,1598874.51,1189738.51
12/2/2017 15:10,2017,1605658.95,1194786.88
12/2/2017 15:20,2017,1611555.73,1199174.73
12/2/2017 15:30,2017,1618542.2,1204373.44
12/2/2017 15:40,2017,1624980.2,1209164.02
12/2/2017 15:50,2017,1631556.2,1214057.28
12/2/2017 16:00,2017,1638187.35,1218991.59
12/2/2017 16:10,2017,1644986.35,1224050.79
12/2/2017 16:20,2017,1652120.71,1229359.54
12/2/2017 16:30,2017,1658897.49,1234402.21
12/2/2017 16:40,2017,1666122.94,1239778.74
12/2/2017 16:50,2017,1672528.34,1244545.06
12/2/2017 17:00,2017,1678485.35,1248977.73
12/2/2017 17:10,2017,1686919.74,1255253.85
12/2/2017 17:20,2017,1696546.36,1262417.11
12/2/2017 17:30,2017,1704233.8,1268137.41
12/2/2017 17:40,2017,1713360.82,1274928.92
12/2/2017 17:50,2017,1722031.73,1281381.03
12/2/2017 18:00,2017,1728848.82,1286453.70
12/2/2017 18:10,2017,1735328.74,1291275.47
12/2/2017 18:20,2017,1742153.2,1296353.62
12/2/2017 18:30,2017,1751261.68,1303131.33
12/2/2017 18:40,2017,1762263.89,1311318.18
12/2/2017 18:50,2017,1774917.1,1320733.56
12/2/2017 19:00,2017,1782204.29,1326156.03
12/2/2017 19:10,2017,1787810.18,1330327.43
12/2/2017 19:20,2017,1794170.88,1335060.49
12/2/2017 19:30,2017,1799236.4,1338829.80
12/2/2017 19:40,2017,1803368.69,1341904.68
12/2/2017 19:50,2017,1810167,1346963.37
12/2/2017 20:00,2017,1815619.18,1351020.39
12/2/2017 20:10,2017,1820213.74,1354439.25
12/2/2017 20:20,2017,1826625.94,1359210.63
12/2/2017 20:30,2017,1831563.14,1362884.45
12/2/2017 20:40,2017,1836588.35,1366623.76
12/2/2017 20:50,2017,1840925.38,1369850.98
12/2/2017 21:00,2017,1849499.83,1376231.32
12/2/2017 21:10,2017,1856993.5,1381807.43
12/2/2017 21:20,2017,1861890.92,1385451.65
12/2/2017 21:30,2017,1866542.35,1388912.83
12/2/2017 21:40,2017,1871317.07,1392465.74
12/2/2017 21:50,2017,1876764,1396518.86
12/2/2017 22:00,2017,1882181.78,1400550.28
12/2/2017 22:10,2017,1893895.81,1409266.81
12/2/2017 22:20,2017,1899362.56,1413334.67
12/2/2017 22:30,2017,1904818.23,1417394.29
12/2/2017 22:40,2017,1909755.28,1421068.00
12/2/2017 22:50,2017,1919790.59,1428535.38
12/2/2017 23:00,2017,1924095.21,1431738.49
12/2/2017 23:10,2017,1928162.21,1434764.78
12/2/2017 23:20,2017,1936068.24,1440647.74
12/2/2017 23:30,2017,1945182.29,1447429.59
12/2/2017 23:40,2017,1949620.37,1450732.01
12/2/2017 23:50,2017,1953164.49,1453369.23
12/3/2017 0:00,2017,1956911.3,1456157.27
12/3/2017 0:10,2017,1962085.4,1460007.37
12/3/2017 0:20,2017,1968168.38,1464533.77
12/3/2017 0:30,2017,1973016.45,1468141.27
12/3/2017 0:40,2017,1977366.64,1471378.29
12/3/2017 1:00,2017,1985206.25,1477211.82
12/3/2017 1:10,2017,1988181.42,1479425.68
12/3/2017 1:20,2017,1993565.42,1483431.96
12/3/2017 1:30,2017,1997345.01,1486244.40
12/3/2017 1:40,2017,2002320.19,1489946.48
12/3/2017 1:50,2017,2005351.19,1492201.87
12/3/2017 2:00,2017,2007457.69,1493769.34
12/3/2017 2:10,2017,2009757.69,1495480.79
12/3/2017 2:20,2017,2011729.69,1496948.18
12/3/2017 2:30,2017,2014434.75,1498961.04
12/3/2017 2:40,2017,2016710.47,1500654.43
12/3/2017 2:50,2017,2019387.47,1502646.41
12/3/2017 3:00,2017,2021874.47,1504497.01
12/3/2017 3:10,2017,2023534.47,1505732.23
12/3/2017 3:20,2017,2026299.48,1507789.71
12/3/2017 3:30,2017,2028202.36,1509205.66
12/3/2017 3:40,2017,2030517.89,1510928.67
12/3/2017 3:50,2017,2032492.89,1512398.28
12/3/2017 4:00,2017,2034318.25,1513756.55
12/3/2017 4:10,2017,2036418.25,1515319.18
12/3/2017 4:20,2017,2038098.25,1516569.29
12/3/2017 4:30,2017,2040138.25,1518087.27
12/3/2017 4:40,2017,2041821.35,1519339.68
12/3/2017 4:50,2017,2043860.85,1520857.30
12/3/2017 5:00,2017,2045400.86,1522003.23
12/3/2017 5:10,2017,2047348.51,1523452.50
12/3/2017 5:20,2017,2049183.51,1524817.94
12/3/2017 5:30,2017,2051309.51,1526399.92
12/3/2017 5:40,2017,2052886.69,1527573.51
12/3/2017 5:50,2017,2054916.69,1529084.06
12/3/2017 6:00,2017,2056742.02,1530442.30
12/3/2017 6:10,2017,2058771.27,1531952.29
12/3/2017 6:20,2017,2060439.27,1533193.47
12/3/2017 6:30,2017,2061889.28,1534272.43
12/3/2017 6:40,2017,2063469.28,1535448.13
12/3/2017 6:50,2017,2064869.28,1536489.88
12/3/2017 7:00,2017,2066739.29,1537881.37
12/3/2017 7:10,2017,2068114.29,1538904.52
12/3/2017 7:20,2017,2069992.89,1540302.41
12/3/2017 7:30,2017,2071752.98,1541612.11
12/3/2017 7:40,2017,2073472.19,1542891.39
12/3/2017 7:50,2017,2075287.2,1544241.96
12/3/2017 8:00,2017,2076742.2,1545324.64
12/3/2017 8:10,2017,2078987.2,1546995.17
12/3/2017 8:20,2017,2081130.2,1548589.79
12/3/2017 8:30,2017,2083350.85,1550242.20
12/3/2017 8:40,2017,2085115.85,1551555.56
12/3/2017 8:50,2017,2087010.85,1552965.64
12/3/2017 9:00,2017,2088555.85,1554115.29
12/3/2017 9:10,2017,2090415.85,1555499.34
12/3/2017 9:20,2017,2091991.01,1556671.43
12/3/2017 9:30,2017,2093762.09,1557989.31
12/3/2017 9:40,2017,2095997.09,1559652.39
12/3/2017 9:50,2017,2098253.09,1561331.11
12/3/2017 10:00,2017,2100628.4,1563098.60
12/3/2017 10:10,2017,2102670.91,1564618.45
12/3/2017 10:20,2017,2104984.74,1566340.19
12/3/2017 10:30,2017,2107025.74,1567858.92
12/3/2017 10:40,2017,2109472.74,1569679.76
12/3/2017 10:50,2017,2111699.29,1571336.56
12/3/2017 11:00,2017,2114290.29,1573264.55
12/3/2017 11:10,2017,2116346.29,1574794.44
12/3/2017 11:20,2017,2122512.57,1579382.83
12/3/2017 11:30,2017,2129737.64,1584759.08
12/3/2017 11:40,2017,2134573.9,1588357.78
12/3/2017 11:50,2017,2138871.8,1591555.90
12/3/2017 12:00,2017,2143615.82,1595085.97
12/3/2017 12:10,2017,2147901.82,1598275.22
12/3/2017 12:20,2017,2152164.83,1601447.37
12/3/2017 12:30,2017,2156158.31,1604418.96
12/3/2017 12:40,2017,2159962.86,1607249.96
12/3/2017 12:50,2017,2164422.66,1610568.55
12/3/2017 13:00,2017,2169888.25,1614635.55
12/3/2017 13:10,2017,2181985.09,1623636.93
12/3/2017 13:20,2017,2186779.77,1627204.69
12/3/2017 13:30,2017,2190392.13,1629892.69
12/3/2017 13:40,2017,2195656.12,1633809.68
12/3/2017 13:50,2017,2200069.12,1637093.43
12/3/2017 14:00,2017,2204106.07,1640097.37
12/3/2017 14:10,2017,2208972.15,1643718.27
12/3/2017 14:20,2017,2211824.31,1645840.59
12/3/2017 14:30,2017,2214795.37,1648051.38
12/3/2017 14:40,2017,2217983.94,1650424.03
12/3/2017 14:50,2017,2220819.08,1652533.69
12/3/2017 15:00,2017,2224314.49,1655134.66
12/3/2017 15:10,2017,2227945,1657836.15
12/3/2017 15:30,2017,2234251.1,1662528.59
12/3/2017 15:40,2017,2237143,1664680.48
12/3/2017 15:50,2017,2240563.27,1667225.53
12/3/2017 16:00,2017,2244259.91,1669976.24
12/3/2017 16:10,2017,2248637.69,1673233.79
12/3/2017 16:20,2017,2252603.7,1676184.94
12/3/2017 16:30,2017,2255598.77,1678413.60
12/3/2017 16:40,2017,2259138.87,1681047.82
12/3/2017 16:50,2017,2262740.56,1683727.88
12/3/2017 17:00,2017,2266565.56,1686574.10
12/3/2017 17:10,2017,2271300.47,1690097.39
12/3/2017 17:20,2017,2275685.83,1693360.58
12/3/2017 17:30,2017,2279671.83,1696326.61
12/3/2017 17:40,2017,2284690.82,1700061.29
12/3/2017 17:50,2017,2289204.73,1703420.13
12/3/2017 18:00,2017,2293718.84,1706779.13
12/3/2017 18:10,2017,2297799.94,1709815.91
12/3/2017 18:20,2017,2302389.94,1713231.38
12/3/2017 18:30,2017,2305978.94,1715901.99
12/3/2017 18:40,2017,2309873.94,1718800.30
12/3/2017 18:50,2017,2314300.68,1722094.28
12/3/2017 19:00,2017,2318100.68,1724921.90
12/3/2017 19:10,2017,2322711.68,1728352.99
12/3/2017 19:20,2017,2326307.44,1731028.63
12/3/2017 19:30,2017,2330603.07,1734225.05
12/3/2017 19:40,2017,2334647.08,1737234.24
12/3/2017 19:50,2017,2338817.86,1740337.76
12/3/2017 20:00,2017,2342797.86,1743299.32
12/3/2017 20:10,2017,2345910,1745615.09
12/3/2017 20:20,2017,2350406.04,1748960.64
12/3/2017 20:30,2017,2354685.12,1752144.74
12/3/2017 20:40,2017,2359217.75,1755517.52
12/3/2017 20:50,2017,2363049.98,1758369.12
12/3/2017 21:00,2017,2367021.47,1761324.35
12/3/2017 21:10,2017,2370646.47,1764021.74
12/3/2017 21:20,2017,2374061.47,1766562.88
12/3/2017 21:30,2017,2377596.59,1769193.40
12/3/2017 21:40,2017,2380247.69,1771166.11
12/3/2017 21:50,2017,2383477.71,1773569.60
12/3/2017 22:00,2017,2386805.72,1776046.00
12/3/2017 22:10,2017,2390054.98,1778463.81
12/3/2017 22:20,2017,2392375.04,1780190.19
12/3/2017 22:30,2017,2394670.04,1781897.92
12/3/2017 22:40,2017,2397441.19,1783959.96
12/3/2017 22:50,2017,2400363.71,1786134.64
12/3/2017 23:00,2017,2402878.71,1788006.08
12/3/2017 23:10,2017,2405224.24,1789751.41
12/3/2017 23:20,2017,2407846.2,1791702.44
12/4/2017 2:40,2017,2446775.09,1820669.81
12/4/2017 2:50,2017,2448315.09,1821815.74
12/4/2017 3:00,2017,2449880.09,1822980.27
12/4/2017 3:10,2017,2451601.09,1824260.89
12/4/2017 3:20,2017,2452796.09,1825150.10
12/4/2017 3:30,2017,2454091.09,1826113.72
12/4/2017 3:40,2017,2455892.09,1827453.86
12/4/2017 3:50,2017,2457272.09,1828480.73
12/4/2017 4:00,2017,2458617.09,1829481.56
12/4/2017 4:10,2017,2460017.19,1830523.39
12/4/2017 4:30,2017,2463092.19,1832811.53
